root_full,root_type,entry_num,root_display,semantic_axes,axes_count,poetry_evidence,body_text,chapter_header
دفف,مضاعف,1103,دف,[يدل] علي عرض في الشي | علي سرعة,2,له عُنُقٌ تُلْوِى بما وُصِلَتْ به … ودَفّانِ يَشْتَفَّانِ كلَّ ظِعانِ (٣),"الدال والفاء أصلان: أحدهما [يدُلّ] على عِرَضٍ فى الشَّئ، والآخَر على سُرعة.
فالأوَّل الدَّفُّ، وهو الجَنْب. ودَفَّا البعيرِ: جنباه. قال:
له عُنُقٌ تُلْوِى بما وُصِلَتْ به … ودَفّانِ يَشْتَفَّانِ كلَّ ظِعانِ (٣)
ويقال سَنامٌ مُدَفِّفٌ، إذا سقَط على دفَىِ البعير. والدَّفّ والدُّفّ: ما يُتلهَّى به.
والثانى دَفّ الطّائرُ دفيفاً، وذلك أن يَدُفَّ على وجه الأرض، يحرِّك
جناحَيْه ورجلاه فى الأرض ومنه دفَّتْ علينا من بَنِى فلان دَافَّةٌ، تدِفّ دفيفا.
ودَفِيفُهم: سَيْرهم (١)
. وتقول: داففْتُ الرّجُلَ، إذا أجْهزْتَ عليه دِفَافاً ومُدَافَّة.
ومن ذلك
حديثُ خالدِ بن الوليد: «من كان معه أسيرٌ فليُدَافَّه»
. أى ليُجْهِزْ عليه. وهو من الباب؛ لأنَّه يعجِل الموتَ عليه.
",كتاب الدّال
دقق,مضاعف,1104,دق,خلاف الجليل,1,سَحوحٍ إذا سَحَّتْ هُمُوع إذا هَمَتْ … بكَتْ فأَدَقَّتْ فى البُكاَ وأجَلَّتِ (٢),"الدال والقاف أصلٌ واحد يدلُّ على صِغَر وحَقارة. فالدَّقيق:
خِلافُ الجَليل. يقال: ما أدَقَّنِى فُلانٌ ولا أَجَلَّنى، أى ما أعطانى دقيقةً ولا جَليلة. وأدقَّ فُلانٌ وأجلّ، إذا جاء بالقليل والكثير. قال:
سَحوحٍ إذا سَحَّتْ هُمُوع إذا هَمَتْ … بكَتْ فأَدَقَّتْ فى البُكاَ وأجَلَّتِ (٢)
والدّقيق: الرجل القليل الخَير. والدَّقيق: الأمر الغامض. والدقيق:
الطَّحين. وتقول: دققتُ الشَّىْ ءَ أدُقُّه دَقًّا.
وأمَّا الدَّقْدَقة فأصواتُ حوافر الدوابّ فى تردُّدها. كذا يقولون. والأصل عندنا هو الأصل، لأنَّها تدقّ الأرضَ بحوافرها دَقًّا.
",كتاب الدّال
دكك,مضاعف,1105,دك,يدل علي تطامن وانسطاح,2,,"الدال والكاف أصلان: أحدهما يدلُّ على تطامُن وانسطاحٍ.
من ذلك الدكان، وهو معروف. قال العَبْدِىّ (٣)
:
* كدُ كّان الدّرابِنَة المَطِينِ (٤) *
* فأبقى باطل والحد منها *.
ومنه الأرضُ الدَّكَّاءِ، وهى الأرض العريضة المستوية. قال اللّه تعالى:
﴿جَعَلَهُ دَكّاءَ﴾. ومنه النّاقة الدّكّاء، وهى التى لا سَنامَ لها.
قال الكسائىّ: الدُّكُ من الجبال: العِراضُ، واحدها أدَكُّ. وفرس أدَكُّ الظّهر، أى عريضُهُ.
والأصل الآخر يقرب من باب الإبدال، فكأنَّ الكاف فيه قائمةٌ مَقام القاف. يقال دكَكْت الشئ، مثل دَقَقته، وكذلك دكَّكته. ومنه دُكَّ الرَّجُل فهو مدكوكٌ، إذا مَرِض. ويجوز أن يكون هذا من الأوَّل، كأنَّ المرض مَدَّه وبَسَطَه؛ فهو محتملٌ للأمرين جميعاً.
والدَّكْدَاك من الرّمل كأنه قد دُكَّ دَكًّا، أى دُق دَقًّا. قال أهلُ اللغة:
الدَّكداك من الرّمل: ما التَبَد بالأرض فلم يرتفِع. ومن ذلك
حديثُ جرير ابن عبد اللّه: حين سأله رسول اللّه ﵌ عن منزلِهِ ببِيشة، فقال:
«سَهْلٌ * ودَكْداكٌ، وسَلَمٌ وأرَاكٌ»
.
ومن هذا الباب: دَكَكت التُّرابَ على الميّت أدُكّه دَكًّا، إذا هِلْتَهُ عليه. وكذلك الرّكِيَّة تدفِنها. وقيل ذلك لأنَّ الترابَ كالمدقوق.
ومما شذّ عن هذين الأصلين قولهم، إن كان صحيحا: أُمَةٌ مِدَكَّةٌ:
قويّةٌ على العمل. ومن الشاذّ قولهم: أقمت عنده حولاً دَكيكا، أى تامًّا.
",كتاب الدّال
دلل,مضاعف,1106,دل,ابانة الشي بامارة تتعلمها,2,أمْ مَنْ لَحىً أضاعوا بعضَ أمرِهِمُ … بَيْنَ القُسوط وبين الدِّينِ دَلْدَالِ (١),"الدال واللام أصلان: أحدهما إبانة الشئ بأمارةٍ تتعلّمها، ولآخَر اضطرابٌ فى الشئ.
فالأوَّل قولهم: دلَلْتُ فلاناً على الطريق. والدليل: الأمارة فى الشئ. وهو بيِّن الدَّلالة والدِّلالة.
والأصل الآخَر قولهم: تَدَلْدَل الشَّئُ، إذا اضطرَبَ. قال أوس:
أمْ مَنْ لَحىً أضاعوا بعضَ أمرِهِمُ … بَيْنَ القُسوط وبين الدِّينِ دَلْدَالِ (١)
والقُسوط: الجَوْر. والدِّين: الطّاعة.
ومن الباب دَلال المرأة، وهو جُرْأتها فى تَغَنُّجٍ وشِكْلٍ، كأَنَّها مخالِفَةٌ وليس بها خِلاف. وذلك لا يكون إلاّ بتمايُلٍ واضطراب. ومن هذه الكلمة:
فلانٌ يُدِلُّ على أقرانِهِ (٢) فى الحرب، كالبازى يُدِلُّ على صيده.
ومن الباب الأوّل قولُ الفرّاء عن العرب: أدَلّ يُدِلّ، إذا ضَرَبَ بقَرابَةٍ (٣)
.
",كتاب الدّال
دمم,مضاعف,1107,دم,غشيان الشي,1,,"الدال والميم أصلٌ واحد يدلُّ على غِشْيان الشَّئ، مِنْ ناحيةِ أنْ يُطْلَى به. تقول دَمْمتُ (٤) الثَّوبَ، إذا طليتَه أىَّ صِبْغ، وكلُّ شئِ طُلِى على شئِ فهو دِمام (٥)
. فأمَّا الدّمدمة فالإهلاك. قال اللّه تعالى: ﴿فَدَمْدَمَ عَلَيْهِمْ رَبُّهُمْ بِذَنْبِهِمْ﴾. وذلك لِمَا غَشّاهم به من العذاب والإهلاك. وقِدْرٌ دميمٌ:
مطلِيَّة بالطِّحال. والدَّامَّاء: جُحْر اليربوع، لأنّه يَدُمُّه دمًّا، أى يُسَوِّيه تَسويةً.
فأمَّا قولهم رجلٌ دميمُ الوجه فهو من الباب، كأنّ وجهَه قد طلِيَ بسوادٍ أو قُبْحٍ. يقال دَمَّ وجهُه يَدِمُّ دَمامةً، فهو دميم.
وأمَّا الدَّيْمُومَة، وهى المَفَازة لا ماء بها، فمن الباب؛ لأنّها كأنَّها فى استوائها
قد دُمَّت، أى سُوِّيت تسويةً، كالشَّئ الذى يُطلى بالشئ. والدَّمادِم من الأرض: رَوَاب سَهْلَةٌ.
",كتاب الدّال
دنن,مضاعف,1108,دن,الرجل المنحني الظهر,1,,"الدال والنون أصلٌ واحد يدلّ على تطامُنٍ وانخفاض.
فالأدَنُّ: الرجل المنحنِى الظَّهر. يقال منه قد دَنِنْتَ دَنَناً. ويقال بيتٌ أدنٌ، أى متطامِنٌ. وفرسٌ أدَنّ، أى قصير اليدين. وإذا كان كذلك كان منْسجُهُ منْخفضاً (١)
. ومن ذلك الدَّنْدَنَة، وهو أنْ تُسمَع من الرَّجل نَغْيَةٌ لا تُفْهَم، وذلك لأنّه يخفِض صوتَه بما يقوله ويُخفيه. ومنه
الحديث: «فأمَّا دَنْدَنَتُكَ ودندنةُ مُعاذٍ فلا نُحْسِنُهُمَا (٢)
».
ومما يقارب هذا القياسَ وليس هو بعينه قولهم للسيف الكَليل: دَدَانٌ (٣)
.
ومما شذَّ عن الباب الدَّيْدَن، وهى العادة.
ومما يقاس على الأصل الأول الدّنْدِنُ، وهو ما اسودَّ من النّبات لِقدَمه.
",كتاب الدّال
دهه,مضاعف,1109,ده,,0,وَدوِّيّةٍ قفرٍ تَمَشَّى نَعَامُها … كَمَشْىِ النَّصارى فى خِفاف اليَرَنْدَجِ (٣),"الدال والهاء ليس أصلاً يُقاس عليه ولا يُفرَّع منه، وإنّما يجئ فى قولهم تَدَهْدَهَ الشئُ، إذا تدحرَج؛ فكأنَ الدَّهْدَهَةُ الصَّوتُ التى يكون منه هناك. وقد قلنا إنَّ الأصواتَ لا يُقاس عليها.
ويقولون. ما أدرِى أىُّ الدَّهْدَاءِ (٤) هو، أيْ أىُّ الناس هو؟ والدَّهْدَاه:
الصّغار من الإبل. ويقال الدَّهْدَهانُ: الكثيرُ من الإبل.
: «ما تقول فى التشهد؟» قال: «أسأل اللّه الجنة وأعوذ به من النار، فأما دندنتك ودندنة معاذ فلا تحسنهما».
وممّا يدلُّ على ما قُلناه أنّ هذا ليس أصلاً، قول الخليل فى كتابه:
وأمّا قول رؤبة:
* وقُوَّلٌ إلاّدَهٍ فَلَادَهِ (١) *
فإنّه يقال إنّها فارسية، حَكَى قولَ دايَتِه (٢)
. والذى قاله الخليل فعلى ما تراه، بعد قوله فى أول الباب: دَهٍ كلمةٌ كانت العرب تتكلّم بها، إذا رأى أحدُهم ثَأرَه يقول له «يا فلانُ إلاّدَهٍ فلا * دَهٍ»
، أى إنّك إنْ لم تَثْأَرْ به الآن لم تثأَرْ به أبداً وفى نحو ذلك من الأمر. وهذا كله مما يدلُّ على ما قلناه.
الدال والحرف المعتل بعدها أو المهموز، قريبٌ من الباب الذي قبله. فالدَّوُّ والدَّوِّيّة المفازة. وبعضهم يقول: إنّما سمِّيت بذلك لأنّ الخالى فيها يسمع كالدّوِىّ، فقد عاد الأمرُ إلى ما قلناه من أنّ الأصواتَ لا تُقاس.
قال الشاعر فى الدَّوِّية:
وَدوِّيّةٍ قفرٍ تَمَشَّى نَعَامُها … كَمَشْىِ النَّصارى فى خِفاف اليَرَنْدَجِ (٣)
ومن الباب الدّأْدَأَةُ: السَّير السريع. والدأداة: صوتُ وَقْع الحجارة فى المَسِيل.
فأمّا الدآدئ فهى ثلاثُ ليالٍ من آخرِ الشهر، قبل ليالى المُحَاق. فله قياسٌ صحيح؛ لأن كلّ إناءِ قارَبَ أن يمتلئَ فقد تدأدأ. وكذلك هذه الليالى تكُونُ إذ
* فاليوم قد نهنهنى تنهنهنى *.
قاربَ الشّهرُ أن يكمُل. فأمّا قولُ مَنْ قال سُمِّيت دآدِئَ لظَلمتها، فليس بشئَ ولا قياسَ له.
وأمّا الدَّوادِى فهى أراجيح الصِّبيان، وليس بشئ.
",كتاب الدّال
دبب,مضاعف,1110,دب,حركة علي الارض اخف من المشي,1,واستجمعوا نفرا وزاد جنابهم … رجل بصفحته دبوب نقلس. | إذا أقْبلَتْ قلتَ دُبَّاءَةً … من الخُضْرِ مَغْمُوسَةٌ فى الغُدُرْ (١),"الدال والباء أصلٌ واحد صحيح مُنقاس، وهو حركةٌ على الأرض أخفُّ من المشْى. تقول: دَبَّ دبيباً. وكلُّ ما مَشى على الأرض فهو دابة.
و
فى الحديث: «لا يَدخُل الجنَّةَ دَيْبُوبٌ ولا قَلاّع»
. يُراد بالدَّيبوب النَّمام الذى يدِب بين النّاس بالنمائم. والقَلاَّع: الذى يَشِى بالإنسان إلى سُلطانه ليَقلَعه عن مرتبةٍ له عندَه. ويقال ناقة دَبُوبٌ، إذا كانت لا تَمْشى من كثرة اللّحم إلاّ دَبيبا. ويقال ما بالدار دِبىٌّ ودُبِّيٌّ، أى أحدٌ يدِبّ. ويقال طَعنةٌ دبُوب (١)
، إذا كانت تَدِبُّ بالدّم. قال الهذَلىّ (٢)
:
* بصَفْحتهِ دَبُوبٌ تَقْلِسُ (٣) *
ويقال ركب فلانٌ دُبَّة فُلانٍ، وأخَذَ بدُبّته، إذا فعل مِثل فِعلِه، كأنّه حَشى مِثل مشيه. والدُّبَّاء (٤)
: القَرْع. ويجوز أن يكون شاذًّا، ومحتملٌ أن يكون سمِّى بذلك لملاسَته، كأنّه يَخِفُّ إذا دُحْرِجَ. قال امرؤ القيس:
واستجمعوا نفرا وزاد جنابهم … رجل بصفحته دبوب نقلس.
إذا أقْبلَتْ قلتَ دُبَّاءَةً … من الخُضْرِ مَغْمُوسَةٌ فى الغُدُرْ (١)
وأمَّا الدَّبَبُ فى الشّعَرِ فمن باب الإبدال؛ لأنَّ الدال فيه مبدلةٌ من زاءٍ.
والأدْبَبُ من الإبل: الأزبُّ. و
فى الحديث - إنْ صحَ -: «أيَّتُكُنَّ صاحبة الجمَل الأدْبَب (٢)
». وأمَّا الدَّبُوب، فيقال إنّه الغار البعيد القَعْر (٣) وليس هذا بشئ.
",كتاب الدّال
دثث,مضاعف,1111,دث,,1,,"الدال والثاء كلمةٌ واحدة، وهو المَطَر الضَّعيف (٤)
",كتاب الدّال
دجج,مضاعف,1112,دج,كشبه الدبيب | شي يغشي ويغطي,2,ومُدَجَّجٍ يَعدُو بشِكّته … محمَرَّةٍ عيناهُ كالكَلْبِ (٢),"الدال والجيم أصلان: أحدهما كشِبه الدَّبيب، والثانى شئ يُغَشِّى ويغطِّى.
فالأوّل قولهم: دَجَّ دَجيجاً (٥) إذا دبّ وسَعَى. وكذلك الداجُّ الذين يسعَون مع الحاجِّ فى تجاراتهم. و
فى [الحديث (٦)
]: «هؤلاء الدّاجُّ ولَيُسوا بالحاجّ»
.
فأمَّا
حديث أنس: «ما تركت من حاجَةٍ ولا داجَة»
. فليس من هذا الباب، لأنَّ الدَّاجَة مخفّفة، وهى إتْباعٌ للحاجَة. وأما الدَّجاجَة فمعروفةٌ؛ لأنَّها تُدَجْدِجُ، أى تَجِئ وتذهَب. والدَّجَاجة: كُبَّةُ المِغْزَل. فإِن كان صحيحاً فهو على معنى
التشبيه. وكذلك قولهم: لفلانٍ دَجاجة، أَى عيالٌ. وهو قياسٌ؛ لأنَّهم إليه يدِجُّون.
وأمّا الآخَر فقولهم تَدَجْدَج اللَيل: إِذا أظْلَم. وليلٌ دَجُوجىّ. ودَجَّجت السماءُ تدجيجاً: تغيَّمت. وتدَجْدَجَ الفارسُ بشِكَّته، كأنَّه تغطَّى بها. وهو مدجّج ومدَجَّجٍ. وقولهم للقُنْفذ مُدَجَّجِ (١) من هذا. قال:
ومُدَجَّجٍ يَعدُو بشِكّته … محمَرَّةٍ عيناهُ كالكَلْبِ (٢)
وأمّا قولهم للنّاقة المبسطة على الأرض دَجَوْجَاةٌ، فهو من الباب، لأنّها كأنها تُغَشّى الأرض.
",كتاب الدّال
دحح,مضاعف,1113,دح,اتساع وتبسط,1,أغَرَّكِ أَنَّنى رجلٌ دميم … دُحَيْدِحَة وأنَّكِ عَيْطَمُوسُ (١),"الدال والحاء أصلٌ واحد يدلُّ على اتساع وتبسُّط. تقول العرب: دحَحْتُ البيت وغيرَه، إذا وسَّعته *. واندَحَّ بطنُه، إذا اتَّسع. قال أعرابىّ: «مُطِرْنا لليلتين بقيتا من الشّهر، فاندحَّتِ الأرضُ كَلَأً»
. ويقال دَحَّ الصَائدُ بيتَه، إذا جعَلَه فى الأرض. قال أبو النَّجم:
* بيْتاً خَفِيًّا فى الثَّرَى مَدْحُوحَا (٣) *
ومن الباب الدَّحْدَاح: القصير، سمّى لتطامُنِه وجُفُورِه (٤)
. وكذلك الدُّحَيْدِحَةُ. قال:
أغَرَّكِ أَنَّنى رجلٌ دميم … دُحَيْدِحَة وأنَّكِ عَيْطَمُوسُ (١)
",كتاب الدّال
دخخ,مضاعف,1114,دخ,,0,,"الدال والخاء ليس أصلاً يُفَرّع منه، لكنّهم يقولون:
دخدَخْنا القومَ: أذْلَلْناهم، دَخدَخةً. وذكر الشَّيبانىّ أنَّ الدخدخة الإعياء.
فأما الدُّخُّ فقد ذُكِر فى بابه، وهو الدُّخان. قال:
* عند سُعَارِ النّارِ يَغْشَى الدَّخَّا (٢) *
",كتاب الدّال
ددد,مضاعف,1115,دد,,1,أيُّها القلبُ تَعَلَّلْ بدَدَنْ … إنَّ همِّى فى سَمَاعٍ وَأَذَنْ (٤) | أغرك أننى رجل جليد … دحيدحة وأنك علطميس,"الدال والدال كلمةٌ واحدة. الدَّدُ: اللهو واللَّعِب.
قال رسول اللّه ﷺ
: «ما أنَا مِنْ دَدٍ ولا الدَّدُ مِنِّى (٣)
».
ويقال: دَدٌ، وَدَداً، ودَدَن. قال:
أيُّها القلبُ تَعَلَّلْ بدَدَنْ … إنَّ همِّى فى سَمَاعٍ وَأَذَنْ (٤)
ودَد (٥) - فيما يقال - اسمُ امرأةٍ. واللّه أعلم.
أغرك أننى رجل جليد … دحيدحة وأنك علطميس
والعيطموس من النساء: التامة الحلق. والططميس: الضخمة الشديدة.
[باب الدال والراء وما يثلثهما]
",كتاب الدّال
درز,ثلاثي,1116,درز,,,,"الدال والراء والزاء ليس بشئِ، ولا أحسب العربَ قالت فيه. إلاّ أَنَّ ابنَ الأعرابىّ حُكِى أنه قال: يقول العرب للسِّفْلة: هم أولادُ دَرْزَة، كما تقول للُّصوص وأشباهِهم: بنو غَبْرَاء. وأنشد:
* أولادُ دَرْزَةَ أسلموكَ وطارُوا (١) *
",كتاب الدّال
درس,ثلاثي,1117,درس,الطريق الخفي,1,يا با حسين لو شراة عصابة … صبحوك كان لوردهم إصدار | يا با حسين والجديد إلى بلى … أولاد درزة أسلموك وطاروا.,"الدال والراء والسين أصلٌ واحد يدلُّ على خَفاء وخفضٍ وعَفَاءِ. فالدَّرْس: الطَّريق الخفىّ. يقال دَرَسَ المنزلُ: عفا. ومن الباب الدَّرِيس:
الثّوب الخَلَق. ومنه دَرَسَتِ المرأةُ: حاضَت. ويقال إنَّ فرجَها يكنّى أبا أَدْرَاس (٢) وهو من الحَيْض. ودَرَسْتُ الحَنْطةَ وغيرَها فى سُنْبُلها. إذا دُسْتَها. فهذا محمولٌ على أنّها جُعِلت تحتَ الأقدام، كالطَّريق الذى يُدْرس ويُمشَى فيه. قال:
* سَمْرَاءَ مما دَرَسَ ابنُ مِخْرَاقْ (٣) *
والدَّرْس: الجَرَب القليل يكون بالبَعير.
يا با حسين لو شراة عصابة … صبحوك كان لوردهم إصدار
يا با حسين والجديد إلى بلى … أولاد درزة أسلموك وطاروا.
* هلا اشتريت حنطة بالرستاق *.
ومن الباب دَرَسْتُ القُرآنَ وغيرَه. وذلك أَنّ الدّارِسَ يتبَّع ما كان قرأ، كالسَّالك للطريق يتَتبَّعُه.
ومما شذَّ عن الباب الدِّرْوَاس: الغليظ العُنق من النّاسِ والدّوابّ.
",كتاب الدّال
درص,ثلاثي,1118,درص,,0,وما أمُّ أدراصٍ بأرضٍ مَضَلَّةٍ … بأغْدَرَ مِنْ قيسٍ إِذا اللَّيلُ أظلما (١),"الدال والراء والصاد ليس أصلاً يُقاس عليه ولا يفرَّع منه، لكنّهم يقولون الدِّرص ولدُ الفأرة، وجمعُه دِرَصَة. ويقولون: وقع القوم فى أُمِّ أدْرَاصٍ، إذا وقعوا فى مَهْلِكَة. وهو ذاك الأوّل؛ لأنّ الأرض الفارغةَ يكون فيها أدراص. قال:
وما أمُّ أدراصٍ بأرضٍ مَضَلَّةٍ … بأغْدَرَ مِنْ قيسٍ إِذا اللَّيلُ أظلما (١)
ويقولون للرّجُل إذا عَىَّ بأمرِه: «ضَلَّ دُرَبْصٌ نَفَقَهُ»
.
",كتاب الدّال
درع,ثلاثي,1119,درع,شي [من اللباس (٢) ] ثم يحمل عليه تشبيها,1,,"الدال والراء والعين أصلٌ واحد، وهو شئ [من اللّباس (٢)
] ثم يُحمَل عليه تشبيهاً. فالدِّرع دِرْعُ الحديد مؤنثة، والجمع دُروع وأدراع. ودِرْع المرأة: قميصُها، مذكّر.
وهذا هو الأصل. ثمَّ يقال: شاةٌ دَرْعاء، وهى التى اسوَدَّ رأسُها وابيضَّ سائرُها. وهو القياس؛ لأنَّ بياضَ سائِر بدنِها كدرعٍ لها قد لبِسَتْهُ. ومنه اللَّيالى الدُّرْعَ، وهى ثلاثٌ تسودّ أوائلها ويبيضُ سائرُها، شُبِّهت بالشَّاة الدَّرْعاء.
فهذا مشبَّهٌ بمشبَّهٍ بغيره.
ومما شذَّ عن الباب الاندراعُ: التقدُّمُ فى السير. قال:
* أَمامَ الخَيْل تَنْدَرِعُ اندرَاعا (١) *
",كتاب الدّال
درق,ثلاثي,1120,درق,,,,"الدال والراء والقاف ليس هو عندى أصلاً يُقاس عليه.
لكن الدَّرَقَة معروفة، والجمع دَرَق وأدْراق. قال رؤبة:
* لو صَفَّ أدْرَاقاً مَضَى من الدّرَقْ (٢) *
والدَّرْدَق: صِغار الإبل، وأطفالُ الوِلْدان.
",كتاب الدّال
درك,ثلاثي,1121,درك,لحوق الشي بالشي ووصوله اليه,1,,"الدال والراء والكاف أصلٌ واحد، وهو لُحوق الشّئ بالشئ ووُصوله إليه. يقال أدْرَكْتُ * الشّئَ أُدْرِكُه إدراكاً. ويقال فرس دَرَكُ الطريدةِ، إذا كانت لا تَفوتُه طريدة. ويقال أدرك الغلامُ والجارية، إذا بلَغَا. وتدارَكَ القومُ: لَحِق آخرُهم أوّلَهم. وتدارَكَ الثَّرَيَانِ، إذا أدرك الثَّرَى الثانى المَطَرَ الأوّل. فأمَّا قوله تعالى: ﴿بَلِ اِدّارَكَ عِلْمُهُمْ فِي اَلْآخِرَةِ﴾ فهو من هذا؛ لأنَّ عِلْمَهم أدركَهم فى الآخرة حين لم ينفَعْهم.
والدّرَك: القطعة من الحَبْل تُشَدُّ فى طَرَف الرّشاء إلى عَرْقُوَة الدَّلو؛ لئلاَّ يأكلَ الماءُ الرِّشاء. وهو وإن كان لهذا فبِهِ تُدرَك الدَّلْو (٣)
.
ومن ذلك الدَّرَك، وهى منازِل أهل النار. وذلك أن الجنة [درجاتٌ، والنَّار (٤)
] دركات. قال اللّه تعالى: ﴿إِنَّ اَلْمُنافِقِينَ فِي اَلدَّرْكِ اَلْأَسْفَلِ مِنَ اَلنّارِ﴾، وهى منازلُهم التى يُدْرِكونها ويَلْحَقُون بها. نعوذُ باللّه منها!
* قطعت بذات ألواح تراها *.
",كتاب الدّال
درم,ثلاثي,1122,درم,مقاربة ولين,1,قامتْ تُرِيكَ خَشْيةً أن تَصْرِما … سَاقاً بخَنْدَاةً وكَعْباً أدْرَما (١) | مِنْ البِيض لا دَرَّامةٌ فَمَلِيَّةٌ … تُبذُّ نِساءَ الحىِّ دَلاًّ وَمِيسَمَا (٢),"الدال والراء والميم أصلٌ يدلُّ على مقاربةٍ ولِين. يقال دِرْعٌ درِمَةٌ، أى ليِّنة مُتَّسقة. والدَّرَمان: تقارُبُ الخَطْو. وبذلك سمِّى الرَّجُل دارماً.
ومن الباب الدَّرَم، وهو استواءُ فى الكَعْب تحت اللَّحم حتَّى لا يكونُ له حَجْم. يقال له كَعْبٌ أدْرَمُ. قال:
قامتْ تُرِيكَ خَشْيةً أن تَصْرِما … سَاقاً بخَنْدَاةً وكَعْباً أدْرَما (١)
ويقال دَرِمَتْ أسنانُه؛ وذلك إذا انسحَجَتْ ولانت غُرُوبُها.
ومن هذا قولُهم أدْرَمَ الفَرَسُ، إذا سقَطَتْ سِنُّه فخرَجَ من الإثْناء إلى الإرباع. والدَّرَّامة: المرأة القصيرة. وهو عندنا من مُقارَبَة الخطْو؛ لأنَّ القصيرة كذا تكون. قال:
مِنْ البِيض لا دَرَّامةٌ فَمَلِيَّةٌ … تُبذُّ نِساءَ الحىِّ دَلاًّ وَمِيسَمَا (٢)
ثم يشتقّ من هذا الذى ذكرناه ما بَعدَه. فبَنُو الأدرَم: قَبيلة. قال:
* إنَّ بَنِى الأَدْرَمِ لَيْسُوا مِنْ أحَدْ *
ودَرِمٌ: اسمُ رجلٍ فى قول الأعشى:
* كما قِيل فى الحىِّ أوْدَى دَرِمْ (٣) *
وهو رجلٌ من شيبان قُتِل ولم يُدرَكْ بثأرِه
",كتاب الدّال
درن,ثلاثي,1123,درن,ثقادم في الشيء «رهبة ان تصرما»,1,تَعَالَىْ نُسَمِّطْ حُبَّ دعْدٍ ونَغْتَدِى … سواءَيْنِ والمرعَى بأُمِّ دَرِينِ (١),"الدال والراء والنون أصلٌ صحيح، وهو ثقادُمٌ فى الشَّيء
«رهبة أن تصرما».
* ولم يود من كنت تسعى له *.
مع تغيُّرِ لَون. فالدَّرِين: اليَبِيسُ الحَوْلىّ. ويقال للأرض المجْدبة: أمُّ دَرِينٍ. قال:
تَعَالَىْ نُسَمِّطْ حُبَّ دعْدٍ ونَغْتَدِى … سواءَيْنِ والمرعَى بأُمِّ دَرِينِ (١)
يقول: تعالَىْ نلزَمْ حُبَّنَا وأرضَنا وعَيْشَنَا.
ومن الباب الدَّرَن، وهو الوسَخ. ومنه دُرَيْنَةُ، وهو نعتٌ للأحمق (٢)
. فأمّا قولُهم إنَّ الإدْرَوْنَ الأصلُ فكلامٌ قد قِيل، وما ندرى ما هُو (٣)
.
",كتاب الدّال
دره,ثلاثي,1124,دره,,,,"الدال والراء والهاء وليس أصلاً؛ لأن الهاء مبدلة من همزة.
يقال: دَرَأ أى طلع، ثم يقلب هاءً؛ فيقال دَرَهَ. والمِدْرَه: لسان القوم والمتكلِّم عنهم
",كتاب الدّال
